CATEGORY;URL;ANCHORTEXT
07-SCHOOL;https://areena.yle.fi/1-3371178;School - Pikku Kakkonen (Yle Areena)
07-SCHOOL;https://areena.yle.fi/audio/ohjelmat/57-DDRw1lBwg;School - YLE Audio Stories
07-SCHOOL;https://docs.google.com/document/d/120Lny9rU6dohEgISChgTIY5tEhWBKidWxzpgL_v3YTA/edit?usp=sharing;School - English-Homework
07-SCHOOL;https://docs.google.com/document/d/1XzJvgbzjLRik3IzikXP2KSJ-4L76K1e0xOJQ31dM7A4/edit;School - Words I Know
07-SCHOOL;https://edu.typingmaster.com/login?id=cdkcn9md3;School - Touch Typing Tutorial
07-SCHOOL;https://espoo.inschool.fi/;School - WILMA (espoo.inschool.fi)
07-SCHOOL;https://oopperabaletti.fi/en/stage24/;School- Opera (Stage24 Performances)
07-SCHOOL;https://oppilas.otava.fi/#/;School - oppilas.otava.fi
07-SCHOOL;https://www.10monkeys.com/uk/;School - 10monkeys.com
07-SCHOOL;https://www.bingel.fi/pupil/dashboard;School - Bingel Online
07-SCHOOL;https://www.ellibslibrary.com/fi/collection/0?format=MP3&language=fi&audience=kids;School - HELMET - ELLIBS Kids Audiobooks
07-SCHOOL;https://www.hs.fi/lastenuutiset/;School - HS_fi (Lasten Uutiset News)
07-SCHOOL;https://www.sanomapro.fi/;School - SanomaPro Login
07-SCHOOL;https://www.storylineonline.net/library/;School - English stories by celebrities
07-SCHOOL;https://getcomics.info/?s=donald%20duck;Comics - Donald Duck
07-SCHOOL;https://www.worksheetworks.com/english/writing/handwriting/cursive-practice.html;School - Cursive Writing practice
07-SCHOOL;https://parenting.firstcry.com/articles/top-15-short-moral-stories-for-kids/;School - Cursive-short-stories
07-SCHOOL;https://downloads.concepro.com/dropbox-public-files/LCE/cursive-alphabets-lettering.jpg;School - Cursive-letters-alphabets
07-SCHOOL;https://downloads.concepro.com/dropbox-public-files/LCE/cursive-ornamental-practice.jpg;School - cursive-ornamental practice-print
